po_line_id,po_id,part_id,ordered_qty,unit_price
618,215,85,25,596.33
619,215,157,11,684.25
620,215,160,154,74.07
621,215,59,363,564.47
622,216,179,531,251.2
623,216,165,985,62.67
624,216,20,703,478.93
625,216,72,671,323.98
626,217,152,687,563.47
627,217,196,12,42.37
628,217,140,129,119.18
629,217,39,112,55.06
630,218,191,122,130.17
631,218,133,13,228.37
632,218,21,27,189.58
633,219,119,1117,654.45
634,219,133,717,211.23
635,220,116,847,450.68
636,220,73,25,189.53
637,220,199,290,536.56
638,221,127,40,289.9
639,221,161,411,241.03
640,221,39,14,62.19
641,221,81,529,582.51
642,222,12,15,127.47
643,223,135,66,140.21
644,223,48,90,659.95
645,223,131,121,519.0
646,224,127,598,323.2
647,224,77,12,112.34
648,224,83,486,157.43
649,225,56,172,432.21
650,225,184,64,306.02
651,225,100,63,424.64
652,226,76,699,72.13
653,227,68,622,505.53
654,227,57,8,459.49
655,227,1,22,340.71
656,227,163,143,545.61
657,228,70,11,528.94
658,228,53,979,170.42
659,229,93,64,183.82
660,229,59,22,719.75
661,229,63,53,477.59
662,230,53,1133,140.83
663,231,154,62,63.59
664,231,128,66,478.74
665,232,188,118,259.25
666,232,136,181,392.7
667,232,135,1383,105.72
668,233,40,36,54.88
669,233,128,20,445.69
670,233,156,54,550.24
671,234,55,27,82.28
672,234,31,108,382.52
673,234,42,8,39.28
674,234,43,15,699.81
675,234,48,689,679.85
676,235,143,122,534.61
677,235,119,10,540.67
678,235,80,91,101.91
679,235,118,853,419.68
680,236,116,13,595.97
681,236,97,655,96.39
682,236,184,26,299.99
683,237,149,1428,574.42
684,238,138,258,506.13
685,238,43,19,694.8
686,238,124,22,597.68
687,239,77,640,133.87
688,240,111,53,619.39
689,240,146,74,450.67
690,240,43,15,738.62
691,240,170,30,227.91
692,240,195,389,271.71
693,240,10,118,691.28
694,240,103,405,744.78
695,240,169,85,42.4
696,241,31,889,310.73
697,241,8,236,502.23
698,242,79,719,223.49
699,242,144,56,578.13
700,242,182,12,629.89
701,243,93,1125,154.28
702,243,189,33,620.86
703,243,142,107,605.75
704,244,196,910,54.98
705,245,148,20,393.69
706,245,128,198,445.26
707,246,93,7,175.53
708,246,144,10,666.1
709,246,109,11,390.81
710,247,143,260,479.04
711,247,7,991,589.94
712,247,141,22,330.78
713,247,168,990,524.42
714,248,8,6,460.8
715,248,9,8,562.21
716,249,73,25,196.98
717,250,159,575,326.44
718,250,41,103,123.6
719,251,101,1407,26.01
720,251,25,120,187.03
721,251,99,1129,243.92
722,251,199,214,525.79
723,252,124,288,637.48
724,252,58,366,391.89
725,252,136,11,330.65
726,252,170,13,245.74
727,252,7,68,628.44
728,252,98,337,354.99
729,252,117,887,239.17
730,253,69,432,381.11
731,253,93,112,142.94
732,253,159,97,246.01
733,253,121,418,174.28
734,253,27,13,193.45
735,253,171,71,649.82
736,253,193,668,410.18
737,254,151,101,705.99
738,254,109,1141,437.31
739,254,131,563,585.5
740,254,88,169,704.03
741,255,89,149,68.37
742,255,129,1318,726.97
743,256,55,30,84.83
744,256,179,69,189.31
745,257,39,134,56.68
746,257,126,1265,472.58
747,258,68,51,483.05
748,258,189,89,549.88
749,259,68,8,511.04
750,259,114,1238,324.41
751,259,191,141,173.11
752,260,184,26,273.7
753,260,164,100,490.41
754,260,34,11,85.41
755,261,135,23,111.38
756,261,157,7,668.63
757,261,102,39,705.49
758,261,81,13,645.28
759,262,59,143,695.89
760,263,104,14,75.08
761,263,149,18,493.84
762,264,135,19,103.33
763,264,11,1375,181.89
764,264,179,12,213.66
765,264,71,26,177.71
766,264,200,529,49.36
767,264,8,1238,447.07
768,264,122,51,245.71
769,265,149,14,478.97
770,265,111,97,701.41
771,266,101,269,25.71
772,266,111,1452,757.4
773,267,147,195,58.84
774,268,14,157,712.49
775,268,182,14,494.5
776,268,195,495,205.77
777,269,29,9,195.2
778,269,175,55,348.73
779,269,153,227,418.67
780,269,84,30,378.64
781,270,23,38,699.86
782,271,168,60,536.29
783,271,96,142,516.78
784,272,89,18,61.77
785,272,172,53,73.78
786,272,194,194,180.31
787,272,197,56,315.48
788,272,165,1414,69.87
789,272,176,14,516.49
790,273,185,14,263.66
791,273,103,14,657.9
792,274,166,293,48.63
793,274,151,12,766.54
794,275,64,8,517.27
795,275,128,1479,445.43
796,275,106,13,63.74
797,275,129,904,686.31
798,275,115,14,347.2
799,276,127,103,350.78
800,276,10,573,588.2
801,277,132,51,652.76
802,277,51,71,597.12
803,277,3,58,425.69
804,277,59,14,727.3
805,278,123,11,610.41
806,278,48,952,755.71
807,278,132,149,632.03
808,279,66,724,554.43
809,279,63,510,611.01
810,280,69,212,343.51
811,280,67,75,197.77
812,280,11,7,188.7
813,281,119,51,636.48
814,281,161,33,265.48
815,281,96,554,588.46
816,282,167,14,471.85
817,283,160,14,92.53
818,283,103,1392,755.7
819,283,98,67,359.34
820,284,1,9,318.35
821,284,63,13,523.86
822,285,16,28,423.3
823,285,47,27,486.69
824,285,175,36,359.94
825,285,119,25,554.5
826,286,171,24,640.1
827,286,137,677,361.19
828,287,15,51,580.44
829,288,146,40,483.55
830,288,61,72,550.46
831,288,15,126,658.61
832,289,53,1025,167.27
833,289,151,67,627.99
834,290,61,68,553.96
835,290,135,65,128.0
836,290,27,1015,172.43
837,291,34,34,88.11
838,291,151,484,647.43
839,291,91,257,296.11
840,291,26,8,516.97
841,291,130,7,28.96
842,292,109,613,476.77
843,293,78,501,646.76
844,293,68,650,386.64
845,294,76,54,73.03
846,294,132,673,646.54
847,294,142,214,706.32
848,295,183,7,279.83
849,295,75,143,221.39
850,296,89,17,65.08
851,296,91,116,240.94
852,296,154,1212,66.08
853,296,179,94,209.55
854,296,199,127,597.84
855,297,127,275,309.38
856,297,70,309,437.57
857,297,96,65,507.34
858,298,64,112,409.58
859,298,124,12,744.57
860,298,153,55,431.12
861,299,146,140,591.4
862,299,177,1393,433.33
863,299,189,14,609.33
864,299,107,922,661.95
865,300,85,54,529.23
866,301,44,950,322.56
867,302,6,13,759.64
868,302,97,20,91.15
869,302,78,86,738.52
870,303,95,10,117.47
871,303,29,549,159.95
872,303,178,42,431.86
873,303,161,43,265.74
874,303,52,69,548.48
875,303,71,130,191.42
876,304,143,14,586.8
877,304,170,492,261.21
878,305,107,1282,566.71
879,305,131,8,564.59
880,305,14,118,646.35
881,305,144,1218,534.02
882,306,23,71,657.41
883,307,197,609,359.87
884,307,41,14,150.34
885,307,24,13,217.35
886,308,18,291,2.07
887,308,172,209,79.83
888,308,175,15,299.25
889,308,108,65,289.34
890,308,10,116,522.77
891,308,135,705,102.87
892,309,13,242,256.58
893,309,9,369,505.91
894,310,63,7,473.39
895,310,128,695,453.34
896,310,151,474,593.17
897,311,17,142,247.64
898,311,144,102,620.05
899,311,137,127,309.32
900,312,70,254,440.06
901,312,35,240,196.12
902,313,197,93,362.73
903,314,106,39,51.76
904,315,144,1184,510.17
905,315,50,110,34.47
906,316,153,51,491.68
907,316,167,195,504.34
908,317,157,16,613.27
909,317,146,294,593.14
910,318,157,1069,648.42
911,318,56,12,453.85
912,319,104,22,60.91
913,319,80,23,96.01
914,319,168,252,602.49
915,319,37,261,547.45
916,320,100,743,361.9
917,320,108,22,311.58
918,320,171,23,619.21
919,320,133,318,214.97
920,320,17,64,300.26
921,320,32,19,488.08
922,321,199,118,520.78
923,321,70,183,548.54
924,321,14,692,650.17
925,322,129,14,717.66
926,322,63,54,599.98
927,323,84,115,356.82
928,323,173,1481,448.3
929,323,199,100,619.63
930,323,116,6,488.48
931,323,170,13,199.07
932,324,192,462,548.34
933,324,123,153,783.64
934,325,43,8,636.49
935,325,120,28,576.08
936,325,10,11,558.85
937,325,95,15,103.36
938,325,106,75,65.49
939,326,36,537,300.67
940,326,13,170,277.01
941,326,64,13,471.96
942,326,84,301,307.84
943,326,22,1047,75.12
944,327,68,28,509.69
945,328,129,121,592.62
946,328,122,990,225.75
947,328,109,274,399.13
948,329,141,9,447.6
949,329,25,650,230.41
950,330,126,5,440.13
951,331,136,140,359.78
952,331,69,1418,344.37
953,331,90,906,58.63
954,332,34,52,82.61
955,333,110,790,599.52
956,333,25,264,188.93
957,333,29,506,167.96
958,334,190,11,208.66
959,334,185,250,291.26
960,334,94,12,561.82
961,334,32,79,588.5
962,335,118,75,456.73
963,335,29,655,156.88
964,336,33,78,351.12
965,337,109,85,480.33
966,338,52,59,557.93
967,339,131,126,471.65
968,339,6,42,592.79
969,340,36,371,306.19
970,340,14,125,570.53
971,341,29,1342,179.08
972,341,2,105,552.29
973,341,92,101,196.12
974,341,192,13,605.38
975,342,134,13,165.85
976,343,52,65,515.42
977,343,47,730,497.13
978,343,62,10,509.39
979,344,73,240,233.85
980,344,188,1371,214.52
981,345,114,27,373.82
982,345,149,11,475.61
983,345,76,118,81.16
984,345,49,257,475.16
985,346,190,6,205.31
986,346,29,14,177.27
987,346,147,8,63.11
988,347,200,11,50.97
989,347,81,127,696.55
990,347,26,30,492.79
991,348,81,636,691.56
992,348,124,19,743.78
993,349,139,31,224.44
994,350,116,11,453.91
995,350,115,962,348.2
996,351,113,60,730.81
997,351,16,21,530.57
998,351,29,724,152.94
999,351,48,660,728.29
1000,352,165,1347,66.09
1001,353,117,87,222.98
1002,353,97,10,92.84
1003,353,155,637,232.15
1004,354,18,432,2.04
1005,354,15,13,684.86
1006,354,176,138,535.77
1007,354,89,10,62.35
1008,355,74,243,233.99
1009,355,165,27,65.55
1010,355,128,651,417.16
1011,355,8,855,448.41
1012,355,133,417,201.73
1013,356,120,1440,504.4
1014,356,6,25,617.15
1015,356,170,27,224.05
1016,356,128,410,395.39
1017,357,47,53,410.36
1018,357,116,1132,493.6
1019,357,29,660,144.8
1020,357,149,187,574.76
1021,357,170,12,191.27
1022,357,41,277,161.55
1023,358,1,284,282.09
1024,358,151,101,677.24
1025,359,13,119,255.06
1026,359,51,105,597.02
1027,359,35,1168,232.23
1028,360,126,550,460.69
1029,360,127,193,344.04
1030,361,26,46,573.71
1031,361,27,550,189.27
1032,361,145,53,549.82
1033,362,82,45,433.51
1034,362,153,306,477.98
1035,363,10,68,678.52
1036,364,53,45,172.68
1037,365,146,782,524.84
1038,365,190,555,230.45
1039,365,170,10,197.15
1040,365,118,125,561.33
1041,366,107,52,604.64
1042,366,164,307,510.05
1043,366,122,50,251.06
1044,366,49,50,472.05
1045,367,158,589,41.7
1046,367,160,161,81.41
1047,368,155,194,222.62
1048,368,149,32,436.02
1049,369,52,12,647.78
1050,370,148,18,397.56
1051,370,32,118,521.34
1052,371,49,24,413.19
1053,371,54,7,664.67
1054,371,95,143,96.98
1055,372,34,1238,100.81
1056,372,132,37,566.49
1057,373,109,11,444.05
1058,373,177,64,508.6
1059,374,130,7,22.5
1060,374,32,271,550.95
1061,375,95,73,118.98
1062,375,32,628,549.16
1063,376,166,101,39.99
1064,377,63,656,554.25
1065,377,146,1258,544.86
1066,377,167,41,453.25
1067,377,71,497,165.51
1068,377,176,1063,493.41
1069,378,33,36,334.47
1070,378,172,17,76.26
1071,379,18,85,2.06
1072,379,177,28,436.67
1073,379,85,11,560.64
1074,380,49,873,477.49
1075,380,98,69,385.15
1076,380,152,14,575.45
1077,380,180,176,445.79
1078,381,2,163,546.96
1079,381,134,252,153.41
1080,382,165,1217,58.0
1081,382,70,27,526.39
1082,382,69,195,348.96
1083,382,28,39,475.57
1084,382,16,14,419.3
1085,383,19,183,572.2
1086,383,130,228,22.97
1087,383,140,25,153.84
1088,383,164,149,466.75
1089,384,54,6,699.18
1090,384,136,14,320.02
1091,384,79,45,213.72
1092,384,129,1478,637.11
1093,384,163,1433,608.39
1094,384,20,69,475.29
1095,385,83,149,145.79
1096,385,73,29,224.71
1097,386,65,242,377.89
1098,386,100,375,375.44
1099,387,22,23,80.3
1100,387,193,88,361.6
1101,387,114,1124,331.91
1102,388,121,9,180.66
1103,388,176,29,504.34
1104,388,13,6,248.04
1105,388,185,857,248.58
1106,388,170,32,208.56
1107,389,22,13,91.95
1108,389,190,84,207.91
1109,389,46,108,156.71
1110,389,1,75,337.0
1111,390,86,14,345.91
1112,390,70,86,530.19
1113,390,32,20,619.5
1114,391,18,630,1.73
1115,391,85,9,578.36
1116,391,111,437,663.25
1117,392,16,415,540.05
1118,393,46,13,169.36
1119,393,44,593,344.44
1120,394,150,154,319.01
1121,395,2,584,716.86
1122,396,178,124,526.7
1123,396,181,82,170.35
1124,396,102,13,695.99
1125,396,148,6,372.91
1126,396,149,7,534.14
1127,396,49,229,486.17
1128,397,129,178,626.8
1129,397,132,52,637.49
1130,398,48,1100,618.49
1131,399,172,290,86.49
1132,399,84,73,359.9
1133,400,81,307,681.94
1134,400,49,6,390.62
1135,400,39,69,48.92
1136,401,137,28,288.98
1137,401,197,21,416.89
1138,402,187,29,553.95
1139,402,33,11,371.97
1140,402,38,10,464.51
1141,402,186,29,659.47
1142,402,189,33,604.11
